交易日期,契約,到期月份(週別),開盤價,最高價,最低價,收盤價,漲跌價,漲跌%,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段,價差對單式委託成交量
2024/02/01,TX,202402  ,17956,17994,17882,17986,65,0.36%,82846,17985,79266,17986,17987,18152,17148,,一般,,
2024/02/01,TX,202402  ,17915,18044,17892,17898,-23,-0.13%,67540,-,-,17901,17902,18152,17148,,盤後,,
2024/02/01,TX,202403  ,17917,17975,17868,17967,62,0.35%,1135,17967,4693,17967,17971,18128,14451,,一般,,
2024/02/01,TX,202403  ,17898,18022,17875,17877,-28,-0.16%,806,-,-,17878,17885,18128,14451,,盤後,,
2024/02/01,TX,202404  ,17937,17959,17854,17956,65,0.36%,110,17954,229,17950,17956,18107,17220,,一般,,
2024/02/01,TX,202404  ,17891,18000,17860,17861,-30,-0.17%,87,-,-,17858,17867,18107,17220,,盤後,,
2024/02/01,TX,202406  ,17837,17890,17799,17889,60,0.34%,87,17889,544,17887,17892,18045,16016,,一般,,
2024/02/01,TX,202406  ,17821,17919,17803,17810,-19,-0.11%,45,-,-,17810,17811,18045,16016,,盤後,,
2024/02/01,TX,202409  ,17581,17581,17525,17568,31,0.18%,11,17594,484,17590,17599,17755,15810,,一般,,
2024/02/01,TX,202409  ,17521,17621,17521,17550,13,0.07%,13,-,-,17498,17513,17755,15810,,盤後,,
2024/02/01,TX,202412  ,17508,17563,17508,17563,45,0.26%,8,17574,127,17570,17578,17714,16885,,一般,,
2024/02/01,TX,202412  ,17570,17577,17498,17525,7,0.04%,9,-,-,17474,17494,17714,16885,,盤後,,
2024/02/02,TX,202402  ,18100,18105,18023,18084,99,0.55%,64193,18084,79503,18084,18086,18152,17148,,一般,,
2024/02/02,TX,202402  ,17966,18061,17951,18054,69,0.38%,49266,-,-,18050,18053,18152,17148,,盤後,,
2024/02/02,TX,202403  ,18059,18084,18009,18068,101,0.56%,1212,18066,5082,18067,18071,18128,14451,,一般,,
2024/02/02,TX,202403  ,17956,18041,17936,18037,70,0.39%,702,-,-,18030,18036,18128,14451,,盤後,,
2024/02/02,TX,202404  ,18050,18057,17996,18053,99,0.55%,105,18053,241,18052,18057,18107,17220,,一般,,
2024/02/02,TX,202404  ,17920,18025,17920,18017,63,0.35%,113,-,-,18015,18021,18107,17220,,盤後,,
2024/02/02,TX,202406  ,17959,17995,17952,17991,102,0.57%,23,17991,538,17986,17989,18045,16016,,一般,,
2024/02/02,TX,202406  ,17861,17959,17861,17959,70,0.39%,50,-,-,17950,17958,18045,16016,,盤後,,
2024/02/02,TX,202409  ,17645,17696,17645,17689,95,0.54%,22,17689,493,17687,17697,17755,15810,,一般,,
2024/02/02,TX,202409  ,17571,17654,17571,17654,60,0.34%,15,-,-,17651,17664,17755,15810,,盤後,,
2024/02/02,TX,202412  ,17618,17618,17618,17618,44,0.25%,1,17672,127,17667,17678,17714,16885,,一般,,
2024/02/02,TX,202412  ,17608,17618,17608,17618,44,0.25%,2,-,-,17631,17645,17714,16885,,盤後,,
2024/02/05,TX,202402  ,18008,18102,17958,18086,2,0.01%,72290,18085,76564,18085,18086,18152,17148,,一般,,
2024/02/05,TX,202402  ,18080,18084,17985,18058,-26,-0.14%,53437,-,-,18052,18057,18152,17148,,盤後,,
2024/02/05,TX,202403  ,18015,18085,17949,18070,4,0.02%,1519,18068,5616,18068,18070,18128,14451,,一般,,
2024/02/05,TX,202403  ,18061,18067,17975,18046,-20,-0.11%,838,-,-,18039,18047,18128,14451,,盤後,,
2024/02/05,TX,202404  ,18001,18074,17948,18060,7,0.04%,146,18060,262,18058,18063,18107,17220,,一般,,
2024/02/05,TX,202404  ,18047,18055,17965,18028,-25,-0.14%,75,-,-,18028,18038,18107,17220,,盤後,,
2024/02/05,TX,202406  ,17920,18012,17898,18004,13,0.07%,65,18004,548,18000,18006,18045,16016,,一般,,
2024/02/05,TX,202406  ,17980,17985,17900,17910,-81,-0.45%,14,-,-,17965,17984,18045,16016,,盤後,,
2024/02/05,TX,202409  ,17649,17720,17610,17705,16,0.09%,34,17705,500,17704,17715,17755,15810,,一般,,
2024/02/05,TX,202409  ,17679,17679,17648,17653,-36,-0.20%,5,-,-,17668,17694,17755,15810,,盤後,,
2024/02/05,TX,202412  ,17682,17682,17681,17681,9,0.05%,3,17681,127,17685,17701,17714,16885,,一般,,
2024/02/05,TX,202412  ,-,-,-,-,-,-,0,-,-,17646,17679,17714,16885,,盤後,,
2024/02/15,TX,202402  ,18590,18696,18531,18667,582,3.22%,112201,18666,76320,18665,18667,18696,17148,,一般,,
2024/02/15,TX,202402  ,18086,18107,18026,18104,19,0.11%,30127,-,-,18104,18105,18152,17148,,盤後,,
2024/02/15,TX,202403  ,18521,18666,18520,18643,575,3.18%,7943,18641,10174,18643,18644,18666,14451,,一般,,
2024/02/15,TX,202403  ,18060,18090,18015,18090,22,0.12%,789,-,-,18090,18091,18128,14451,,盤後,,
2024/02/15,TX,202404  ,18448,18645,18448,18617,557,3.08%,317,18617,276,18618,18624,18645,17220,,一般,,
2024/02/15,TX,202404  ,18060,18083,18008,18079,19,0.11%,68,-,-,18080,18086,18107,17220,,盤後,,
2024/02/15,TX,202406  ,18420,18581,18420,18560,556,3.09%,131,18560,541,18561,18565,18581,16016,,一般,,
2024/02/15,TX,202406  ,17998,18014,17960,18005,1,0.01%,35,-,-,18023,18035,18045,16016,,盤後,,
2024/02/15,TX,202409  ,18125,18279,18125,18265,560,3.16%,79,18265,495,18258,18266,18279,15810,,一般,,
2024/02/15,TX,202409  ,17701,17701,17691,17691,-14,-0.08%,5,-,-,17728,17746,17755,15810,,盤後,,
2024/02/15,TX,202412  ,18167,18260,18133,18257,576,3.26%,27,18257,133,18236,18255,18260,16885,,一般,,
2024/02/15,TX,202412  ,17692,17695,17692,17692,11,0.06%,4,-,-,17707,17732,17714,16885,,盤後,,
2024/02/16,TX,202402  ,18683,18726,18633,18634,-32,-0.17%,65410,18639,71159,18632,18635,18727,17148,,一般,,
2024/02/16,TX,202402  ,18666,18727,18657,18705,39,0.21%,34402,-,-,18702,18705,18727,17148,,盤後,,
2024/02/16,TX,202403  ,18665,18702,18620,18620,-21,-0.11%,8595,18624,14475,18620,18624,18702,14451,,一般,,
2024/02/16,TX,202403  ,18641,18700,18636,18683,42,0.23%,2535,-,-,18678,18682,18700,14451,,盤後,,
2024/02/16,TX,202404  ,18647,18678,18611,18611,-6,-0.03%,106,18613,295,18605,18608,18678,17220,,一般,,
2024/02/16,TX,202404  ,18637,18678,18628,18671,54,0.29%,99,-,-,18659,18669,18678,17220,,盤後,,
2024/02/16,TX,202406  ,18598,18598,18550,18577,17,0.09%,18,18545,544,18543,18547,18622,16016,,一般,,
2024/02/16,TX,202406  ,18599,18622,18593,18593,33,0.18%,26,-,-,18598,18608,18622,16016,,盤後,,
2024/02/16,TX,202409  ,18309,18328,18255,18255,-10,-0.05%,8,18255,495,18243,18257,18328,15810,,一般,,
2024/02/16,TX,202409  ,18302,18324,18301,18310,45,0.25%,8,-,-,18299,18315,18324,15810,,盤後,,
2024/02/16,TX,202412  ,18284,18284,18252,18252,-5,-0.03%,4,18235,133,18227,18243,18284,16885,,一般,,
2024/02/16,TX,202412  ,18284,18284,18284,18284,27,0.15%,1,-,-,18284,18297,18284,16885,,盤後,,
2024/02/19,TX,202402  ,18680,18692,18619,18671,32,0.17%,80197,18669,51848,18671,18673,18727,17148,,一般,,
2024/02/19,TX,202402  ,18636,18683,18618,18641,2,0.01%,34323,-,-,18639,18640,18727,17148,,盤後,,
2024/02/19,TX,202403  ,18654,18688,18615,18673,49,0.26%,33342,18672,39086,18672,18675,18702,14451,,一般,,
2024/02/19,TX,202403  ,18623,18667,18608,18629,5,0.03%,2344,-,-,18625,18628,18702,14451,,盤後,,
2024/02/19,TX,202404  ,18641,18671,18611,18657,44,0.24%,106,18657,349,18656,18665,18678,17220,,一般,,
2024/02/19,TX,202404  ,18613,18651,18594,18606,-7,-0.04%,62,-,-,18606,18611,18678,17220,,盤後,,
2024/02/19,TX,202406  ,18560,18601,18539,18582,37,0.20%,29,18582,568,18584,18598,18622,16016,,一般,,
2024/02/19,TX,202406  ,18583,18583,18530,18572,27,0.15%,44,-,-,18538,18546,18622,16016,,盤後,,
2024/02/19,TX,202409  ,18281,18302,18255,18284,29,0.16%,19,18284,492,18285,18298,18328,15810,,一般,,
2024/02/19,TX,202409  ,18288,18293,18237,18286,31,0.17%,6,-,-,18248,18257,18328,15810,,盤後,,
